relative_path	area	evidence_role	sha256	same_bytes_as_root_model	inventory_date
tmp/radiator_A1_20260830_A2/candidates_500s/T300_fd1p45_one__conservative_source/candidate.slx	tmp	按位置登记；用途及有效性待逐项核实	ea71e7a854dc8bd27302386ff5fddc39fd768a71f12c54c069b92c802275379e	false	2026-09-07
tmp/radiator_A1_20260830_A2/candidates_500s/T300_fd1p45_one__optimistic_source/candidate.slx	tmp	按位置登记；用途及有效性待逐项核实	2cafe3b8124790b0dac37f73cec93f0865ab2d4998742e463cecc7627e829c7a	false	2026-09-07
tmp/radiator_A1_20260830_A2/candidates_500s/T300_fd1p45_two__conservative_source/candidate.slx	tmp	按位置登记；用途及有效性待逐项核实	3d96b32a49ab1b400bfceec3e4d9817505f3d5495a47fcbeb9b5f8f8a7911e67	false	2026-09-07
tmp/radiator_A1_20260830_A2/candidates_500s/T300_fd1p45_two__legacy_transfer/candidate.slx	tmp	按位置登记；用途及有效性待逐项核实	9abc017f173c88f1ff77ac04af22549a6e57a476f7481e50c869a956e7f02a83	false	2026-09-07
tmp/radiator_A1_20260830_A2/candidates_500s/T300_fd1p45_two__optimistic_source/candidate.slx	tmp	按位置登记；用途及有效性待逐项核实	5a4b79c5c4a32fece82819fb4ff4c4cc93d000b766cefe9ad79e7e998271613a	false	2026-09-07
tmp/reactor_coefficient_check_20260905/candidate/rx_current_candidate.slx	tmp	按位置登记；用途及有效性待逐项核实	bb003456014f0eae6181abcb726a37162ae1d91b87f7f0e243f7a1e6744bba7f	false	2026-09-07
tmp/reactor_coefficient_check_20260905/original/rx_current_original.slx	tmp	按位置登记；用途及有效性待逐项核实	82b55362ca8413fafba31007554dcaf6fa45162c56d121cab032989ef85c3339	false	2026-09-07
tmp/reactor_feedback_local_20260906/fuel_only/rx_current_fuel_only.slx	tmp	按位置登记；用途及有效性待逐项核实	5a1955d79462b628f887eacf02aefcfc43cd8f3bc01ffdbc40719cdb87b4d10e	false	2026-09-07
tmp/reactor_shared_heat_20260906/run_500/final_steady_24a.slx	tmp	反应堆统一热量500秒探索候选；未晋升	3379ff177fed61524e4af2b8e58dd117478313b5bbe488c9f6a64331f695b8e8	false	2026-09-07
tmp/recovered_turbine_package_20260902/透平机程序/turbine24a.slx	tmp	按位置登记；用途及有效性待逐项核实	372b016efbf746f73ba78605d6cc9d3e56e3b27a482a5a1bb065a2f4040d1bd7	false	2026-09-07
tmp/sampling_origin_20260906/final_steady_24a.slx	tmp	按位置登记；用途及有效性待逐项核实	31745b6487234b64938f9b61131910599db75a1b53e3d1099b8585d0b7b4e8aa	true	2026-09-07
tmp/steady-history.ktmOjz/1960/final_steady_24a.slx	tmp	按位置登记；用途及有效性待逐项核实	5423af38d6bbfc7730529475a6c4d046ef1386ec56782ba465c87dfae82cbf5d	false	2026-09-07
tmp/steady-history.ktmOjz/4e48/final_steady_24a.slx	tmp	按位置登记；用途及有效性待逐项核实	a93cd94b6c5a0c941fe9eed40d8aea779019cbdb26fe2558df65f7c81c9dc159	false	2026-09-07
tmp/steady-history.ktmOjz/fa90/final_steady_24a.slx	tmp	按位置登记；用途及有效性待逐项核实	08b903324a5bf60a16d7b019fd83de7e7937242627e592ba7368404a817dc27a	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/final_dynamic_24a.slx	tmp	按位置登记；用途及有效性待逐项核实	2bed798bcd3d32c15b7771907e8cd5452aa4171a0b87335af7c8769ed6987790	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tp227bf2d6_e3b7_4345_9695_cd87bb08260c/s53_ihx_d87bb08260c.slx	tmp	按位置登记；用途及有效性待逐项核实	204e53a36fc481894d428d004e9710f9f898534ecb2e75f662eae5eeddcc28bd	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tp238cbffc_582f_4cff_a15e_ee3fc689a1f2/s53_ihx_e3fc689a1f2.slx	tmp	按位置登记；用途及有效性待逐项核实	98e386f5d38c9ce043810a3dde7bf0aee04aa7baf88699e4a923fa6bc22d15fe	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tp29821db4_734e_488d_a7d5_d861dc4d1e73/s53_precooler_861dc4d1e73.slx	tmp	按位置登记；用途及有效性待逐项核实	0f9da0e6442d16fc6821c5cc8f925c617a73bf2e731293530618dabdc0123355	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tp41e29736_616a_462e_b41b_c5aa819ad080/s53_ihx_5aa819ad080.slx	tmp	按位置登记；用途及有效性待逐项核实	692e05b3738fa9900a84e1573db293ed76e5a0a56eaf923f1348bed0d39054ba	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tp4aed0382_d528_4822_949d_e586892a95b9/s53_reactor_586892a95b9.slx	tmp	按位置登记；用途及有效性待逐项核实	1ee6d59d2486e90121f744dc7920069eb6574d9e277e9f33b4b86a405220f6ef	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tp4e7230a7_b9cb_40d3_9eb6_71921411d88b/s53_ihx_1921411d88b.slx	tmp	按位置登记；用途及有效性待逐项核实	f2774c090ad44ead0e1ac8625ed0393bc6b7478f79fdfe7fd72d5eb5fe5df577	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tp5fa95328_fdcb_4749_925f_df3389cce038/s53_rediator_f3389cce038.slx	tmp	按位置登记；用途及有效性待逐项核实	0ca2ac2309f8a57fbb28ad345c68c09c05ce59edec01d1a2dbc7978082ed4b65	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tp70548d2a_9539_4e52_aa7e_a09a753a2bd6/s53_ihx_09a753a2bd6.slx	tmp	按位置登记；用途及有效性待逐项核实	0f33c22c0cbbe8f67206a1ee735bc0a19bacc75d7c0c19bbb6f277bf779f825e	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tp74668548_85cf_4e32_becc_7b007fcc2fc3/s53_ihx_b007fcc2fc3.slx	tmp	按位置登记；用途及有效性待逐项核实	b89893ee1a6b9d2b1dadc37ca044599ad4972fcf08172361514692a23325abd6	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tp8a3923a5_ce6f_43f1_8f02_cee52784736f/s53_ihx_ee52784736f.slx	tmp	按位置登记；用途及有效性待逐项核实	16bd88fb90889f427cb5cd13bbe82f4e2eb8a28a548b33e573a4282de2417586	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tp9e4d97c6_71d4_4790_8ac3_17bfcd57ffc8/s53_ihx_7bfcd57ffc8.slx	tmp	按位置登记；用途及有效性待逐项核实	c73c6c19a0f6828d086468390f3cf85614efbfc3855d5f77506a79a73ca46e2b	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tpae30dfa9_5c6f_4512_b21b_dc6556ceae25/s53_rediator_c6556ceae25.slx	tmp	按位置登记；用途及有效性待逐项核实	bdbcdca807060f902bdecb42cd4bdd42507a1e2d2307d4ea209737a1b57f2d02	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tpb35bd9dd_afe6_4d68_8766_e0a278a5a493/s53_reactor_0a278a5a493.slx	tmp	按位置登记；用途及有效性待逐项核实	81ef8aa2e2c0f3412532c1857117199d0306f881c29a3ff6ebed141b7e5f41dc	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tpb3f6ae26_9ef8_4847_9bd5_fcbe49eb53b9/s53_ihx_cbe49eb53b9.slx	tmp	按位置登记；用途及有效性待逐项核实	8ff4f4de95bed69285923590965e1179fea49d968099cbabbb5cab862ac361df	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tpb95ac111_4928_4877_8b88_9e536c561ea2/s53_precooler_e536c561ea2.slx	tmp	按位置登记；用途及有效性待逐项核实	489edd5a986aca32f5a1398181d9bc76362ecb2048789875fe0462873aae85f7	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tpbaafdf90_7ad8_419a_b7f0_eef4ae55d58c/s53_ihx_ef4ae55d58c.slx	tmp	按位置登记；用途及有效性待逐项核实	8475f676eb4e9aec183f0825d6cf9912dd85a869cca67e6631c4cd9b7b5b12d4	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tpbebe9196_3754_4804_8388_516708514dae/s53_recuperator_16708514dae.slx	tmp	按位置登记；用途及有效性待逐项核实	a9178f258af011199637927f20a90e6d8009780f503967ae44e1557cfdad99ed	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tpbf0270ec_e863_44c2_a843_58fcc32fd6e1/s53_precooler_8fcc32fd6e1.slx	tmp	按位置登记；用途及有效性待逐项核实	0ff1e37497e267f0b4556408be4c56cb4ca564e40af86d1427d15ec4d92cdfce	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tpcde79ae8_4cc3_4517_be74_2198c5a02f97/s53_reactor_198c5a02f97.slx	tmp	按位置登记；用途及有效性待逐项核实	2436da21d4cfe0b7b2a23069ff42c0ab5f7d0517286069d57b88cb327d8dd6a8	false	2026-09-07
tmp/steady53_curves_20260828/source_f8bcd83/tmp/steady53/components/tpe1ce35cf_a30c_45b3_ba26_36a5aede1aa9/s53_rediator_6a5aede1aa9.slx	tmp	按位置登记；用途及有效性待逐项核实	3393d869f7e4369922b81cbbec6e33d1f20bceed7fab7f2f1f562d3ed21c12c8	false	2026-09-07
tmp/steady53_lineage_merge_20260901_A/candidate.slx	tmp	按位置登记；用途及有效性待逐项核实	5e540941d24d7488e0ef8420b3c6d1435b898dae681ddbfeacdd6abf13cf2ab2	false	2026-09-07
tmp/steady53_recheck_20260827/opened_copy/source_snapshot/final_steady_24a.slx	tmp	按位置登记；用途及有效性待逐项核实	cd59fd5f260b8157c60b6dce85088bb25bcafefcf20f9a0cae5d00b7b6c7dc09	false	2026-09-07
tmp/tp40afa138_eb22_4914_b458_b131ba90018e/reactor_ha_candidate.slx	tmp	按位置登记；用途及有效性待逐项核实	0d315854dbb5ab826d50d78ac4189d7efb7259fd403830ebf875a5d8c4b65481	false	2026-09-07
tmp/tpc62c4458_6d68_4bf1_9446_6dc3806024b2/reactor_ha_candidate.slx	tmp	按位置登记；用途及有效性待逐项核实	407dd51c8d3fcdd6a4b4ba4c526ed85718b0f756b951dba7f6d4f65e1048bb88	false	2026-09-07
tmp/tpd6f2d38f_a795_4bb5_9075_bbe5acbbb330/reactor_li_candidate.slx	tmp	按位置登记；用途及有效性待逐项核实	483d94e374d55e269b9c5428fa0631e40e626754526cdbfae25f0b22b57a3a21	false	2026-09-07
tmp/combined_outlets_20260907/run_500/final_steady_24a.slx	tmp	两个出口合并探索候选；仅500秒，未晋升	7dca66475d29e4bc8854a92b6f43638d0cf1c9a580853c967e6fe1515bdbdb0d	false	2026-09-07
tmp/li_unscaled_candidate_20260907/run_500/final_steady_24a.slx	tmp	D01未缩放Li物性探索；模型与合并候选字节相同，runtime不同	7dca66475d29e4bc8854a92b6f43638d0cf1c9a580853c967e6fe1515bdbdb0d	false	2026-09-07
tmp/fuel_feedback_candidate_20260907/run_500/final_steady_24a.slx	tmp	D02仅燃料反馈探索；只改alphac	124bc41eb162674dc69bdb856bc80b6e22f3684a453e72b4c995eddd0577ae54	false	2026-09-07
